#ALL records: 106

#followup_name, tw_beg, tw_end, obs_stag, objra, objdec, trigger_time, insert_time, time_check, priority, expdur, frmcnt, op_time, dely_time
G200117_C09773_001, 2020/01/17 10:19:59, 2020/01/17 18:20:00, scheduled, 63.9039, 78.4854, 2020/01/17 22:53:14.162000, CURRENT, 80, 30, 2, None, None
G200117_C08210_002, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 139.417, 29.2517, 2020/01/17 23:00:24.863000, CURRENT, 81, 30, 1, 2020-01-17T15:08:24, 8.0 mins
G200117_C08210_003, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 139.417, 29.2517, 2020/01/17 23:00:25.213000, CURRENT, 81, 30, 1, 2020-01-17T15:08:08, 7.72 mins
G200117_C10350_001, 2020/01/17 14:19:59, 2020/01/17 22:19:59, complete, 173.869, 34.5617, 2020/01/17 23:02:02.892000, CURRENT, 80, 30, 2, 2020-01-17T15:28:43, 26.68 mins
G200117_C08210_004, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 139.417, 29.2517, 2020/01/17 23:09:01.655000, CURRENT, 81, 32, 1, 2020-01-17T15:18:46, 9.75 mins
G200117_C08210_005, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 139.417, 29.2517, 2020/01/17 23:09:01.954000, CURRENT, 81, 32, 1, 2020-01-17T15:18:29, 9.47 mins
G200117_C10636_001, 2020/01/17 14:19:59, 2020/01/17 22:19:59, complete, 173.275, 38.1781, 2020/01/17 23:19:03.489000, CURRENT, 80, 30, 2, 2020-01-17T15:28:59, 9.93 mins
G200117_C08210_006, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 139.417, 29.2517, 2020/01/17 23:19:19.095000, CURRENT, 80, 150, 1, 2020-01-17T15:39:04, 19.75 mins
G200117_C10730_001, 2020/01/17 15:40:00, 2020/01/17 22:19:59, scheduled, 187.411, 26.9811, 2020/01/17 23:31:22.979000, WAIT, 80, 30, 2, None, None
G200117_C10792_001, 2020/01/17 15:40:00, 2020/01/17 22:19:59, scheduled, 188.95, 32.8868, 2020/01/17 23:32:46.424000, WAIT, 80, 30, 2, None, None
G200117_C07706_006, 2020/01/17 12:20:00, 2020/01/17 22:19:59, scheduled, 138.533, 33.559, 2020/01/17 23:39:34.531000, CURRENT, 80, 30, 1, None, None
G200117_C07706_007, 2020/01/17 12:20:00, 2020/01/17 22:19:59, scheduled, 138.533, 33.559, 2020/01/17 23:39:36.078000, CURRENT, 80, 30, 1, None, None

1.62,0.17,29/62/66

#PASS_number: 14 , WAIT_number: 3 , TOTAL: 17 
#Objects_number: 71 

